"tweet id","username","text"
"1.0949275334333E+18","paulocruzphi","Uma pergunta básica: o movimento negro e os lacradores racialistas de internet não vão dizer nada sobre o Wagner Moura ter usado um negro para representar um criminoso branco? 🤔
#Racismo #Marighella #NaoAEscravidaoIdeologica https://t.co/MN8DPmPASx"
"1.4622141983694E+18","pauloap","@bertaze_r Qual filme, Marighella? Vc foi ver?"
"1.4548810568852E+18","pauloap","Primeiro que o Marighella nem negro era, parem de falar merda

E ataque quem fazia era esse terrorista que hoje tão homenageando https://t.co/TTfy7TrUSO"
"1.1973074478636E+18","pauloap","Quer reclamar da homenagem ao Pinochet? OK, sem problemas

Mas então, não seja um hipócrita do caralho e reclame também quando homenageiam Marighella, Revolução Russa, Fidel Castro, Coreia do Norte e outras entidades abomináveis e sanguinárias que sempre recebem honrarias no BR https://t.co/eXnKbe0Zwk"
"1.0979485639618E+18","pauloap","Excelente video do @bernardopkuster explicando quem foi o assassino Carlos Marighella

assistam e compartilhem o link

https://t.co/g1IVisJBHc"
"1.4555277258889E+18","fasalles","Ele quer sua audiência vc verá o filme Marighella? https://t.co/gc33TF3f0K"
"1.0384179344299E+18","fasalles","Boa lembrança o Marighella, assassino herói do outros não é igual ao meu herói assassino. Incoerência! https://t.co/AIthwKW3aj"
"1.5251349371244E+18","leandroruschel","O motorista do Marighella apoiará Lula, quem poderia prever? 🤡

Fica a cada dia mais claro como o PSDB representa uma das maiores fraudes políticas da história brasileira, participando do Teatro das Tesouras. https://t.co/eIlXs2Enmk"
"1.4673863860891E+18","paulomartins10","Assisti ao filme ""Marighella"", de Wagner Moura.  Moura fez Lula assistir ao filme no Sindicato dos Metalúrgicos do ABC. São 2 horas e 29 minutos de duração.  Eu garanto: Lula foi torturado."
"1.4661730520734E+18","paulomartins10","Pipoca com camarão?

https://t.co/mJvN7JIWDq"
"1.4595407677609E+18","paulomartins10","Ah, que gracinha ...
https://t.co/oST18MNG1j"
"1.4552732649521E+18","paulomartins10","Pra provar que você não é racista, não pode repudiar a história de um terrorista. Que lixo. 

Seu Jorge diz que ataques a 'Marighella' são racistas e país não sabe lidar com isso https://t.co/mtyrPC2rPO"
"1.19145019248E+18","paulomartins10","Isso é ridículo. O que mais tem na Câmara é discurso de deputado em defesa de ditaduras sanguinárias, como Cuba e URSS, exaltação ao terrorista Marighella e coisas do tipo. Esse ""decoro"" só vale pra um lado?

Rede protocola pedido de cassação de Eduardo - https://t.co/4jcVBps4AR"
"1.0981973318901E+18","paulomartins10","Marighella é um fracasso no mundo que repudia o terrorismo https://t.co/VAsH64tvxd"
"1.4657997963929E+18","marceloalvaroan","Marighella, facínora e bandido comunista. Assassino de sangue frio e defensor público de atos terroristas (basta ler o seu livro:Minimanual do Guerrilheiro Urbano).Este é o perfil do bandido que a psolista Jandira Fegalli defende que tenha seu nome no livro dos heróis nacionais. https://t.co/q6uTAgJJxU"
"1.2043822251161E+18","dariojjunior","Os mesmos que promoveram um filme em que o Marighella  é retratado como um negro, reclamam agora da ""versão olavista da história"". Tá muito comédia isso. https://t.co/bcIQdZ4DsT"
"1.1128190347253E+18","dariojjunior","Esquerdistas lançam filme sobre o terrorista Marighella, mistificam a ponto de colocar um negro para interpretá-lo,recebem tapete vermelho,notas elogiosas, avan-premiére e o caralho... Jovens direitistas, pesquisadores independentes,lançam documentário sobre 64: CENSURA NO LOMBO."
"1.1871180909722E+18","edgaarcia","@danielPMERJ's account has been withheld in Brazil in response to a legal demand. Learn more."
"1.0980084452892E+18","edgaarcia","@bernardopkuster's account has been withheld in Brazil, Worldwide in response to a legal demand. Learn more."
"1.0980083509929E+18","edgaarcia","@bernardopkuster's account has been withheld in Brazil, Worldwide in response to a legal demand. Learn more."
